V0	Vf	V_sent	D	dt	triple_id	sample_id
2.200000	2.760000	2.800000	1384.140000	0.003000	291.000000	0.000000
2.400000	2.760000	2.800000	925.940000	0.002000	292.000000	0.000000
2.600000	2.760000	2.800000	427.740000	0.000999	293.000000	0.000000
3.000000	2.840000	2.800000	589.420000	0.001020	294.000000	0.000000
3.200000	2.840000	2.800000	1219.220000	0.002000	295.000000	0.000000
3.400000	2.840000	2.800000	1889.020000	0.003001	296.000000	0.000000
3.600000	2.840000	2.800000	2598.820000	0.004016	297.000000	0.000000
3.780000	2.840000	2.800000	3348.240000	0.004999	298.000000	0.000000
4.000000	2.840000	2.800000	4138.420000	0.006002	299.000000	0.000000
0.000000	2.960000	3.000000	4354.160000	0.014016	300.000000	0.000000
0.160000	2.960000	3.000000	4339.580000	0.012999	301.000000	0.000000
0.420000	2.960000	3.000000	4293.360000	0.012000	302.000000	0.000000
0.600000	2.960000	3.000000	4179.940000	0.010987	303.000000	0.000000
0.800000	2.960000	3.000000	4041.740000	0.010998	304.000000	0.000000
1.000000	2.960000	3.000000	3863.540000	0.009003	305.000000	0.000000
1.140000	2.960000	3.000000	3691.800000	0.008000	306.000000	0.000000
1.400000	2.960000	3.000000	3387.140000	0.007975	307.000000	0.000000
1.600000	2.960000	3.000000	3088.940000	0.006001	308.000000	0.000000
1.800000	2.960000	3.000000	2750.740000	0.006007	309.000000	0.000000
1.900000	2.960000	3.000000	2528.240000	0.005014	310.000000	0.000000
2.200000	2.960000	3.000000	1954.340000	0.002993	311.000000	0.000000
2.400000	2.960000	3.000000	1496.140000	0.001978	312.000000	0.000000
2.600000	2.960000	3.000000	997.940000	0.001999	313.000000	0.000000
2.780000	2.960000	3.000000	459.360000	0.000970	314.000000	0.000000
3.200000	3.040000	3.000000	629.420000	0.000999	315.000000	0.000000
3.400000	3.040000	3.000000	1299.220000	0.001008	316.000000	0.000000
3.600000	3.040000	3.000000	2009.020000	0.003027	317.000000	0.000000
3.780000	3.040000	3.000000	2758.440000	0.004001	318.000000	0.000000
