V0	Vf	V_sent	D	dt	triple_id
4.491593	1.021469	1.000000	879.971924	0.286672	246.000000
4.968776	1.005244	1.000000	1061.904867	0.316665	247.000000
5.459550	1.016214	1.000000	1230.644940	0.338683	248.000000
5.979486	1.012690	1.000000	1346.121177	0.359667	249.000000
6.474787	1.016889	1.000000	1563.987224	0.388012	250.000000
6.963037	0.997011	1.000000	1783.937012	0.420461	251.000000
0.003109	1.468501	1.500000	134.635781	0.239997	252.000000
0.479329	1.484097	1.500000	173.570504	0.200667	253.000000
0.974669	1.478434	1.500000	185.454394	0.153335	254.000000
1.963334	1.508053	1.500000	257.179347	0.137329	255.000000
2.473867	1.509715	1.500000	365.374939	0.168669	256.000000
2.976209	1.507385	1.500000	476.429667	0.186675	257.000000
3.458458	1.543322	1.500000	594.494853	0.219678	258.000000
3.992623	1.521043	1.500000	728.586141	0.233995	259.000000
4.486000	1.514358	1.500000	884.919271	0.261332	260.000000
4.992863	1.513184	1.500000	1023.420980	0.295669	261.000000
5.466655	1.505989	1.500000	1213.653158	0.316327	262.000000
5.946228	1.521108	1.500000	1372.900882	0.333668	263.000000
6.492566	1.533786	1.500000	1541.970786	0.349662	264.000000
6.993117	1.508142	1.500000	1740.440107	0.395931	265.000000
-0.003288	1.977271	2.000000	234.863030	0.290658	266.000000
0.484903	1.970961	2.000000	270.242350	0.246334	267.000000
0.991062	1.982394	2.000000	299.720472	0.212005	268.000000
1.489651	1.983788	2.000000	266.185374	0.162679	269.000000
2.488208	2.027402	2.000000	319.160360	0.134999	270.000000
2.991847	2.034923	2.000000	400.639750	0.153322	271.000000
3.489205	2.019606	2.000000	546.228068	0.182004	272.000000
3.976685	2.001238	2.000000	683.749227	0.221341	273.000000
4.484894	2.013863	2.000000	846.483073	0.238326	274.000000
4.992799	2.016055	2.000000	984.819866	0.258333	275.000000
5.489184	2.022538	2.000000	1131.326579	0.278662	276.000000
5.968853	2.008197	2.000000	1298.541261	0.304998	277.000000
6.493056	2.005123	2.000000	1552.657228	0.331744	278.000000
